DateTime,competition,category,name,team,team.abb,score,born
6/23/2018,Junior Olympic 2018,12 under,"SARRACINO, Isabella",NEW CANAAN Y AQUIANAS,NZY,54.6796,2007
6/23/2018,Junior Olympic 2018,12 under,"SICIGNANO, Sophia",GARDENS SYNCHRO,PBG,54.6538,2006
6/23/2018,Junior Olympic 2018,12 under,"JOHNSON, Ella",OHIO CORALINAS SYNCHRO,OCC,54.5199,2006
6/23/2018,Junior Olympic 2018,12 under,"ETEMADI, Autumn",MOUNTAIN VIEW SYNCHRO,MVS,54.4894,2006
6/23/2018,Junior Olympic 2018,12 under,"HE, Sabrina",ANA SYNCHRO,AYS,54.3803,2007
6/23/2018,Junior Olympic 2018,12 under,"MAHONEY, Julie",ANA SYNCHRO,AYS,54.3614,2006
6/23/2018,Junior Olympic 2018,12 under,"ZHANG, Arwen",OHIO CORALINAS SYNCHRO,OCC,54.3603,2006
6/23/2018,Junior Olympic 2018,12 under,"Delligatti, Amalee",WALNUT CREEK AQUANUTS,WCA,54.3392,2006
6/23/2018,Junior Olympic 2018,12 under,"DE DONNO, Sonia",TROY SYNCHRO SHARKETTES,TSS,54.331,2006
6/23/2018,Junior Olympic 2018,12 under,"MARBURGER, Maggie",CINCINNATI SYNCHROGATORS,CSG,54.3263,2006
6/23/2018,Junior Olympic 2018,12 under,"LIU, Xinyan",LA MIRADA AQUABELLES,LMA,54.3087,2007
6/23/2018,Junior Olympic 2018,12 under,"BANIGAN, Xavia",OPTIMA SYNCHRO,OPT,54.263,2006
6/23/2018,Junior Olympic 2018,12 under,"VINCENT, Jocelyn",ARIZONA DESERT GEMS,ADG,54.2289,2006
6/23/2018,Junior Olympic 2018,12 under,"MCKINNON, Shyah",CAMBRIDGE SYNCHRO,CBS,54.1162,2006
6/23/2018,Junior Olympic 2018,12 under,"CHUNG, Elaine",MERAQUAS OF IRVINE,MQI,54.0951,2007
6/23/2018,Junior Olympic 2018,12 under,"RYU, Jennifer",NORTHERN VIRGINIA NEREIDS,NVN,54.0939,2007
6/23/2018,Junior Olympic 2018,12 under,"STEWART, Cameron",NEW CANAAN Y AQUIANAS,NCY,54.0715,2006
6/23/2018,Junior Olympic 2018,12 under,"YANG, Yajing",SCOTTSDALE SYNCHRO,SAZ,53.987,2007
6/23/2018,Junior Olympic 2018,12 under,"WANG, Faith",PIROUETTES OF TEXAS,PTX,53.9625,2006
6/23/2018,Junior Olympic 2018,12 under,"NELSON, Gabrielle",CINCINNATI SYNCHROGATORS,CSG,53.939,2007
6/23/2018,Junior Olympic 2018,12 under,"SHIGEMATSU, Sayaka",MERAQUAS OF IRVINE,MQI,53.9096,2007
6/23/2018,Junior Olympic 2018,12 under,"HRADEC, Havyn",TAMPA YMCA SYNCHRO,TYS,53.9073,2006
6/23/2018,Junior Olympic 2018,12 under,"WEINSTOCK, Lily",SCOTTSDALE SYNCHRO,SAZ,53.9073,2006
6/23/2018,Junior Olympic 2018,12 under,"KEATING, Maeve",CAROLINA SYNCHRO CLUB,CAS,53.9003,2007
6/23/2018,Junior Olympic 2018,12 under,"HAUCK, Yanna",CAMBRIDGE SYNCHRO,CBS,53.8815,2007
6/23/2018,Junior Olympic 2018,12 under,"LEE, Alisa",MERAQUAS OF IRVINE,MQI,53.8239,2006
6/23/2018,Junior Olympic 2018,12 under,"LI, Anya",MERAQUAS OF IRVINE,MQI,53.7982,2006
6/23/2018,Junior Olympic 2018,12 under,"GERINGAS, Polly",SPLASH SYNCHRONIZED SWIM,SPL,53.6256,2006
6/23/2018,Junior Olympic 2018,12 under,"PARK, Ellie",NEW CANAAN Y AQUIANAS,NCY,53.5927,2006
6/23/2018,Junior Olympic 2018,12 under,"KACHKOVSKY, Alisa",MINNESOTA SYNCHRONETTES,MNS,53.588,2006
6/23/2018,Junior Olympic 2018,12 under,"Nozue, Mana",WALNUT CREEK AQUANUTS,WCA,53.5645,2007
6/23/2018,Junior Olympic 2018,12 under,"FAYETTE, Anastasia",MERAQUAS OF IRVINE,MQI,53.5528,2006
6/23/2018,Junior Olympic 2018,12 under,"Chu, Ava",WALNUT CREEK AQUANUTS,WCA,53.52,2007
6/23/2018,Junior Olympic 2018,12 under,"STRONG, Sofia",ANA SYNCHRO,AYS,53.5106,2008
6/23/2018,Junior Olympic 2018,12 under,"TU, Annabel",ANA SYNCHRO,AYS,53.4789,2006
6/23/2018,Junior Olympic 2018,12 under,"COOPER, Riley",SYNCHRO SIRENS,SSI,53.3568,2006
6/23/2018,Junior Olympic 2018,12 under,"MCNAMARA, Caitlin",TOWN TONAWANDA AQUETTES,TTA,53.1748,2007
6/23/2018,Junior Olympic 2018,12 under,"WOJCIK, Erika",ANA SYNCHRO,AYS,52.987,2006
6/23/2018,Junior Olympic 2018,12 under,"CAMERO, Anamaria",SPLASH SYNCHRONIZED SWIM,SPL,52.8992,2008
6/23/2018,Junior Olympic 2018,12 under,"POELLER, Sophie",TOWN TONAWANDA AQUETTES,TTA,52.8815,2007
6/23/2018,Junior Olympic 2018,12 under,"STARCK, Sabrina",SWIMKINS SYNCHRONIZED,BSK,52.864,2006
6/23/2018,Junior Olympic 2018,12 under,"Delligatti, Alessandra",WALNUT CREEK AQUANUTS,WCA,52.8356,2006
6/23/2018,Junior Olympic 2018,12 under,"GAO, Angelina",NEW CANAAN Y AQUIANAS,NCY,52.8111,2007
6/23/2018,Junior Olympic 2018,12 under,"SALAMONE, Ava",FREEDOM VALLEY YMCA,PYS,52.7723,2006
6/23/2018,Junior Olympic 2018,12 under,"CANNA, Mia",SWIMKINS SYNCHRONIZED,BSK,52.7359,2007
6/23/2018,Junior Olympic 2018,12 under,"CHEON, Hannah",MERAQUAS OF IRVINE,MQI,52.6937,2007
6/23/2018,Junior Olympic 2018,12 under,"ANGELOV, Melanie",AQUASPRITES,AQS,52.6632,2007
6/23/2018,Junior Olympic 2018,12 under,"SICIGNANO, Alexa",GARDENS SYNCHRO,PBG,52.6373,2007
6/23/2018,Junior Olympic 2018,12 under,"XU, Sophia",ANA SYNCHRO,AYS,52.6127,2006
6/23/2018,Junior Olympic 2018,12 under,"STEPANYAN, Suzanna",CINCINNATI SYNCHROGATORS,CSG,52.608,2006
6/23/2018,Junior Olympic 2018,12 under,"GLOWACKI, Paige",NORTH TEXAS SYNCHRONICITY,NTS,52.5927,2006
6/23/2018,Junior Olympic 2018,12 under,"MIKHAY, Maya",SEATTLE SYNCHRO LLC,SST,52.5821,2006
6/23/2018,Junior Olympic 2018,12 under,"HAUPERT, Jojo",ROCKY MOUNTAIN SPLASH,RMS,52.5411,2006
6/23/2018,Junior Olympic 2018,12 under,"WANG, Amy",SEATTLE SYNCHRO LLC,SST,52.5293,2007
6/23/2018,Junior Olympic 2018,12 under,"STARCK, Jamie",SWIMKINS SYNCHRONIZED,BSK,52.5117,2007
6/23/2018,Junior Olympic 2018,12 under,"DONG, Serena",FREEDOM VALLEY YMCA,PYS,52.4648,2007
6/23/2018,Junior Olympic 2018,12 under,"BURY, Lucia",SEATTLE SYNCHRO LLC,SST,52.3873,2006
6/23/2018,Junior Olympic 2018,12 under,"GAVRILOIU, Alessandra",NEW CANAAN Y AQUIANAS,NCY,52.3614,2007
6/23/2018,Junior Olympic 2018,12 under,"MIRANDA, Alejandra",NEW CANAAN Y AQUIANAS,PBC,52.3204,2007
6/23/2018,Junior Olympic 2018,12 under,"Kracht, Kathryn",WALNUT CREEK AQUANUTS,WCA,52.3086,2007
6/23/2018,Junior Olympic 2018,12 under,"GONG, Qimiao",HOUSTON SYNCHROSTARS,FCS,52.2383,2006
6/23/2018,Junior Olympic 2018,12 under,"FOWLER, Harley",PALM BEACH CORALYTES,PBC,52.2101,2006
6/23/2018,Junior Olympic 2018,12 under,"ANDREW-BLONDIN, Lola",CAMBRIDGE SYNCHRO,CBS,52.1397,2006
6/23/2018,Junior Olympic 2018,12 under,"CHANDRASEKARAN, GEETHA",WALNUT CREEK AQUANUTS,WCA,52.1362,2007
6/23/2018,Junior Olympic 2018,12 under,"GASHI, Siera",CAROLINA SYNCHRO CLUB,CAS,52.088,2006
6/23/2018,Junior Olympic 2018,12 under,"HOLLODI, Zita",SEATTLE SYNCHRO LLC,SST,52.0587,2007
6/23/2018,Junior Olympic 2018,12 under,"KINNAN, Grace",SWIMKINS SYNCHRONIZED,BSK,51.9718,2008
6/23/2018,Junior Olympic 2018,12 under,"HOGG, Ashley",NORTH TEXAS SYNCHRONICITY,NTS,51.8932,2006
6/23/2018,Junior Olympic 2018,12 under,"JISA, Olivia",ROCKY MOUNTAIN SPLASH,RMS,51.8579,2007
6/23/2018,Junior Olympic 2018,12 under,"SCILLIA, Serena",OHIO CORALINAS SYNCHRO,OCC,51.6996,2006
6/23/2018,Junior Olympic 2018,12 under,"RAHURKAR, Anika",HOUSTON SYNCHROSTARS,FCS,51.6503,2007
6/23/2018,Junior Olympic 2018,12 under,"BOUTTE, Elena",CAMBRIDGE SYNCHRO,CBS,51.5845,2006
6/23/2018,Junior Olympic 2018,12 under,"FARMER, Zoe",OHIO CORALINAS SYNCHRO,OCC,51.5575,2007
6/23/2018,Junior Olympic 2018,12 under,"CERRUTI, Samantha",WALNUT CREEK AQUANUTS,WCA,51.5083,2007
6/23/2018,Junior Olympic 2018,12 under,"GARONO, Sophia",CHARLOTTESVILLE SWANS,CSW,51.4859,2006
6/23/2018,Junior Olympic 2018,12 under,"DANGEL, Alice",SYNCHRO SIRENS,SSI,51.4085,2007
6/23/2018,Junior Olympic 2018,12 under,"DUTKO, Daisy",GARDENS SYNCHRO,PBG,51.311,2006
6/23/2018,Junior Olympic 2018,12 under,"WANG, Karen",SEATTLE SYNCHRO LLC,SST,51.2946,2006
6/23/2018,Junior Olympic 2018,12 under,"JHA, Rhea",CINCINNATI SYNCHROGATORS,CSG,51.1561,2007
6/23/2018,Junior Olympic 2018,12 under,"Krueger, Maura",ANA SYNCHRO,AYS,51.0751,2008
6/23/2018,Junior Olympic 2018,12 under,"LUO, Johanna",MENOMONEE FALLS,MFD,51.0563,2006
6/23/2018,Junior Olympic 2018,12 under,"ZHU, Margaret",SEATTLE SYNCHRO LLC,SST,50.9555,2007
6/23/2018,Junior Olympic 2018,12 under,"CASSIDY, Katerine",SWIMKINS SYNCHRONIZED,BSK,50.9201,2007
6/23/2018,Junior Olympic 2018,12 under,"ALLEN, Kayla",ROCKY MOUNTAIN SPLASH,RMS,50.9155,2007
6/23/2018,Junior Olympic 2018,12 under,"GROTE, Cecillia",CINCINNATI SYNCHROGATORS,CSG,50.8099,2007
6/23/2018,Junior Olympic 2018,12 under,"RAY, Scarlett",TAMPA BAY SYNCHRAYS,TBS,50.7676,2007
6/23/2018,Junior Olympic 2018,12 under,"Haynes, Ella",ARIZONA DESERT DOLPHINS,AZD,50.7476,2007
6/23/2018,Junior Olympic 2018,12 under,"SULLIVAN, Grace",OHIO CORALINAS SYNCHRO,OCC,50.6362,2006
6/23/2018,Junior Olympic 2018,12 under,"BRZYKCY, Sarah",SWIMKINS SYNCHRONIZED,BSK,50.6245,2007
6/23/2018,Junior Olympic 2018,12 under,"MORT, Erin",ARIZONA DESERT GEMS,ADG,50.5775,2006
6/23/2018,Junior Olympic 2018,12 under,"SHERRY, Laney",HAMDEN HERONETTES,HHC,50.5106,2006
6/23/2018,Junior Olympic 2018,12 under,"ARGIRIOU, Alaina",NEW CANAAN Y AQUIANAS,NCY,50.507,2006
6/23/2018,Junior Olympic 2018,12 under,"MORIN, Ashley",ANA SYNCHRO,AYS,50.5011,2007
6/23/2018,Junior Olympic 2018,12 under,"KACZMAREK, Emma",SCOTTSDALE SYNCHRO,SAZ,50.439,2007
6/23/2018,Junior Olympic 2018,12 under,"GOZOV, Rochelle",SPLASH SYNCHRONIZED SWIM,SPL,50.3475,2006
6/23/2018,Junior Olympic 2018,12 under,"Boehm, Charlotte",TROY SYNCHRO SHARKETTES,TSS,50.2946,2007
6/23/2018,Junior Olympic 2018,12 under,"Schroeder, Sophie",SCOTTSDALE SYNCHRO,SAZ,50.2194,2008
6/23/2018,Junior Olympic 2018,12 under,"Hassan, Isabella",NEW CANAAN Y AQUIANAS,NCY,50.1994,2007
6/23/2018,Junior Olympic 2018,12 under,"Chen, Hannah",ANA SYNCHRO,AYS,50.0539,2007
6/23/2018,Junior Olympic 2018,12 under,"CUI, Amy",SEATTLE SYNCHRO LLC,SST,49.9062,2007
6/23/2018,Junior Olympic 2018,12 under,"TIKHONOVA, Katerina",NORTHERN VIRGINIA NEREIDS,NVN,49.8792,2006
6/23/2018,Junior Olympic 2018,12 under,"Chen, Mae",HOUSTON SYNCHROSTARS,FCS,49.8345,2007
6/23/2018,Junior Olympic 2018,12 under,"Jones, Aubree",CAROLINA SYNCHRO CLUB,CAS,49.7852,2006
6/23/2018,Junior Olympic 2018,12 under,"Johnson, Devin",ROCKY MOUNTAIN SPLASH,RMS,49.7641,2006
6/23/2018,Junior Olympic 2018,12 under,"Rubio, Nina",TAMPA BAY SYNCHRAYS,TBS,49.7394,2007
6/23/2018,Junior Olympic 2018,12 under,"Martinez De Leon, A.",PALM BEACH CORALYTES,PBC,49.5118,n/a
6/23/2018,Junior Olympic 2018,12 under,"Barry, Margaret",NORTHERN VIRGINIA NEREIDS,NVN,49.4335,2006
6/23/2018,Junior Olympic 2018,12 under,"Sharplin, Amelia",ANA SYNCHRO,AYS,49.4344,2007
6/23/2018,Junior Olympic 2018,12 under,"WELLS, Sara",CHARLOTTESVILLE SWANS,CSW,49.4308,2007
6/23/2018,Junior Olympic 2018,12 under,"SHEN, Sophia",NEW CANAAN Y AQUIANAS,NCY,49.3979,2008
6/23/2018,Junior Olympic 2018,12 under,"Ten, Marina",ANA SYNCHRO,AYS,49.3732,2007
6/23/2018,Junior Olympic 2018,12 under,"ALHADEFF, Keira",YORK SYNCHROETTES,YSE,49.2663,2007
6/23/2018,Junior Olympic 2018,12 under,"TROOP, Rebecca",SPLASH SYNCHRONIZED SWIM,SPL,49.2606,2007
6/23/2018,Junior Olympic 2018,12 under,"BEER, Helen",CAMBRIDGE SYNCHRO,CBS,49.2524,2006
6/23/2018,Junior Olympic 2018,12 under,"KINGSBURY, Clara",MAC SYNCHRO,MCS,49.2183,2006
6/23/2018,Junior Olympic 2018,12 under,"SITUMEANG, Naomita",ROCKY MOUNTAIN SPLASH,RMS,49.1959,2006
6/23/2018,Junior Olympic 2018,12 under,"VANZANTEN, Amanda",MAC SYNCHRO,MCS,49.1373,2007
6/23/2018,Junior Olympic 2018,12 under,"MONTANA, Sofia",CAMBRIDGE SYNCHRO,CBS,49.0986,2006
6/23/2018,Junior Olympic 2018,12 under,"DEEG, Charlotte",ARIZONA DESERT GEMS,ADG,49.0727,2006
6/23/2018,Junior Olympic 2018,12 under,"LEE, Jode",HAMDEN HERONETTES,HHC,48.9144,2007
6/23/2018,Junior Olympic 2018,12 under,"GILES, Megan",ARIZONA DESERT DOLPHINS,AZD,48.8499,2006
6/23/2018,Junior Olympic 2018,12 under,"DEKORS, Samantha",CINCINNATI SYNCHROGATORS,CSG,48.8275,2006
6/23/2018,Junior Olympic 2018,12 under,"CURTIS, Avery",ARIZONA DESERT GEMS,AZD,48.8039,2007
6/23/2018,Junior Olympic 2018,13-15,"SCHWICKERT, Maya",SCOTTSDALE SYNCHRO,SAZ,68.4141,2004
6/23/2018,Junior Olympic 2018,13-15,"KERNER, Megan",Walnut Creek Aquanuts,WCA,68.2105,2004
6/23/2018,Junior Olympic 2018,13-15,"STANTON, Ariana",Walnut Creek Aquanuts,WCA,68.0842,2003
6/23/2018,Junior Olympic 2018,13-15,"HUNTER, Keana",SEATTLE SYNCHRO LLC,SST,67.7719,2004
6/23/2018,Junior Olympic 2018,13-15,"LEWIS, Ryan",Walnut Creek Aquanuts,WCA,67.6385,2003
6/23/2018,Junior Olympic 2018,13-15,"ZIMM, Victoria",ARIZONA DESERT DOLPHINS,AZD,67.2737,2003
6/23/2018,Junior Olympic 2018,13-15,"MORGAN, Riley",Santa Clara Aquamaids,SCA,67.0913,2005
6/23/2018,Junior Olympic 2018,13-15,"ZUNIGA, Giordanna",Walnut Creek Aquanuts,WCA,66.6457,2005
6/23/2018,Junior Olympic 2018,13-15,"MCCRACKEN, Alexis",Walnut Creek Aquanuts,WCA,66.5544,2004
6/23/2018,Junior Olympic 2018,13-15,"DING, Heather",Walnut Creek Aquanuts,WCA,66.414,2003
6/23/2018,Junior Olympic 2018,13-15,"DAVIS, Ivy",ARIZONA DESERT DOLPHINS,AZD,66.4,2004
6/23/2018,Junior Olympic 2018,13-15,"OSPINA, Gabriela",CORAL SPRINGS AQUACADES,CSQ,65.2877,2003
6/23/2018,Junior Olympic 2018,13-15,"O'NEIL, Atira",Walnut Creek Aquanuts,WCA,65.1615,2004
6/23/2018,Junior Olympic 2018,13-15,"CASTA, Isabel",CORAL SPRINGS AQUACADES,CSQ,65.0352,2004
6/23/2018,Junior Olympic 2018,13-15,"HOLMES, Rachel",Santa Clara Aquamaids,SCA,65.0176,2004
6/23/2018,Junior Olympic 2018,13-15,"PARADIS, Julia",OPTIMA SYNCHRO,OPT,64.9123,2004
6/23/2018,Junior Olympic 2018,13-15,"CUPPLES, Campbell",CAROLINA SYNCHRO CLUB,CAS,64.9018,2003
6/23/2018,Junior Olympic 2018,13-15,"SHEN, Isabelle",NEW CANAAN Y AQUIANAS,NCY,64.8878,2005
6/23/2018,Junior Olympic 2018,13-15,"HOLMES, Brianna",Santa Clara Aquamaids,SCA,64.8526,2004
6/23/2018,Junior Olympic 2018,13-15,"ALMOND, Madi",CINCINNATI SYNCHROGATORS,CSG,64.8421,2004
6/23/2018,Junior Olympic 2018,13-15,"LUTHER, Rhyan",NEW CANAAN Y AQUIANAS,NCY,64.7824,2004
6/23/2018,Junior Olympic 2018,13-15,"SULLIVAN, Taylor",SWIMKINS SYNCHRONIZED,BSK,64.5544,2005
6/23/2018,Junior Olympic 2018,13-15,"O'BROCTA, Brenna","O'BROCTA, Brenna",TTA,64.4666,2003
6/23/2018,Junior Olympic 2018,13-15,"ZERRUSEN, Justine",NEW CANAAN Y AQUIANAS,NCY,64.1684,2004
6/23/2018,Junior Olympic 2018,13-15,"LEE, Debora",MERAQUAS OF IRVINE,MQI,64.1438,2004
6/23/2018,Junior Olympic 2018,13-15,"MCMILLAN, Cambell",MAC SYNCHRO,MCS,63.8982,2005
6/23/2018,Junior Olympic 2018,13-15,"SHODA, Venice",MERAQUAS OF IRVINE,MQI,63.8035,2005
6/23/2018,Junior Olympic 2018,13-15,"LANXON, Sydney",NEW CANAAN Y AQUIANAS,NCY,63.7824,2005
6/23/2018,Junior Olympic 2018,13-15,"FLORESCA, Jazmine",Santa Clara Aquamaids,SCA,63.6702,2004
6/23/2018,Junior Olympic 2018,13-15,"LIU, Joanna",ROCKY MOUNTAIN SPLASH,RMS,63.6632,2004
6/23/2018,Junior Olympic 2018,13-15,"ROMAN, Andrea",CORAL SPRINGS AQUACADES,CSQ,63.5965,2004
6/23/2018,Junior Olympic 2018,13-15,"CHEN, Jenna",NEW CANAAN Y AQUIANAS,NCY,63.5474,2003
6/23/2018,Junior Olympic 2018,13-15,"DODGE, Alexis",GARDENS SYNCHRO,PBG,63.4737,2003
6/23/2018,Junior Olympic 2018,13-15,"INESTROZA, Paola",CORAL SPRINGS AQUACADES,CSQ,63.1755,2003
6/23/2018,Junior Olympic 2018,13-15,"MELSON, Anya",SO NEVADA DESERT MERMAIDS,SND,63.1649,2005
6/23/2018,Junior Olympic 2018,13-15,"BERNARDES, Julia",M SYNCHRONIZED SWIMMING,MST,63.1648,2004
6/23/2018,Junior Olympic 2018,13-15,"HUFFMAN, Grace",MAC SYNCHRO,MCS,63.1614,2004
6/23/2018,Junior Olympic 2018,13-15,"TANG, Olivia",Walnut Creek Aquanuts,WCA,63.1438,2003
6/23/2018,Junior Olympic 2018,13-15,"RETAMOZO, Ana Maria",SO NEVADA DESERT MERMAIDS,SND,63.0456,2003
6/23/2018,Junior Olympic 2018,13-15,"CHUNG, Ashley",MERAQUAS OF IRVINE,MQI,62.8141,2004
6/23/2018,Junior Olympic 2018,13-15,"WATHEN, Jessica",Walnut Creek Aquanuts,WCA,62.7368,2005
6/23/2018,Junior Olympic 2018,13-15,"LIPOWITZ, Emma",SO NEVADA DESERT MERMAIDS,SND,62.6913,2003
6/23/2018,Junior Olympic 2018,13-15,"YI, Lydia",Santa Clara Aquamaids,SCA,62.5509,2005
6/23/2018,Junior Olympic 2018,13-15,"HANDLERS, Eva",Walnut Creek Aquanuts,WCA,62.5368,2004
6/23/2018,Junior Olympic 2018,13-15,"TREMAINE, Brinn",HOUSTON SYNCHROSTARS,FCS,62.5368,2003
6/23/2018,Junior Olympic 2018,13-15,"TSEN, Riona",MERAQUAS OF IRVINE,MQI,62.5298,2003
6/23/2018,Junior Olympic 2018,13-15,"GALCHENKO, Elizaveta",NEW CANAAN Y AQUIANAS,NCY,62.5263,2004
6/23/2018,Junior Olympic 2018,13-15,"ROJAS, Raquel",PALM BEACH CORALYTES,PBC,62.4982,2003
6/23/2018,Junior Olympic 2018,13-15,"HAYNES, Haylee",ARIZONA DESERT DOLPHINS,AZD,62.4773,2003
6/23/2018,Junior Olympic 2018,13-15,"WONG, Radia",SCOTTSDALE SYNCHRO,SAZ,62.4421,2005
6/23/2018,Junior Olympic 2018,13-15,"MALINOVSKAYA, Polina",OPTIMA SYNCHRO,OPT,62.3404,2003
6/23/2018,Junior Olympic 2018,13-15,"HOYT, Colleen",NEW CANAAN Y AQUIANAS,NCY,62.3368,2004
6/23/2018,Junior Olympic 2018,13-15,"FRANSON, Natalie",SCOTTSDALE SYNCHRO,SAZ,62.3193,2004
6/23/2018,Junior Olympic 2018,13-15,"SCHROEDER, Viviana",ANA SYNCHRO,AYS,62.3123,2004
6/23/2018,Junior Olympic 2018,13-15,"SANTANA, Elle",ARIZONA DESERT DOLPHINS,AZD,62.186,2006
6/23/2018,Junior Olympic 2018,13-15,"YAMAMOTO, Miya",Walnut Creek Aquanuts,WCA,62.1368,2005
6/23/2018,Junior Olympic 2018,13-15,"MCCREIGHT, Taylor",Santa Clara Aquamaids,SCA,62.0737,2005
6/23/2018,Junior Olympic 2018,13-15,"EVANS, Rikki",NORTHERN VIRGINIA NEREIDS,NVN,62.0491,2004
6/23/2018,Junior Olympic 2018,13-15,"NAKARI, Selina",Santa Clara Aquamaids,SCA,61.9053,2005
6/23/2018,Junior Olympic 2018,13-15,"COOK, Lauren",TALLAHASSEE SERINAS,TAL,61.8842,2003
6/23/2018,Junior Olympic 2018,13-15,"RAU, Ella",MAC SYNCHRO,MCS,61.8,2005
6/23/2018,Junior Olympic 2018,13-15,"KEARSLEY, Hailey",Walnut Creek Aquanuts,WCA,61.6947,2003
6/23/2018,Junior Olympic 2018,13-15,"REVELL, Reece",Walnut Creek Aquanuts,WCA,61.6316,2004
6/23/2018,Junior Olympic 2018,13-15,"MELBER, Grace",TOWN TONAWANDA AQUETTES,TTA,61.5929,2004
6/23/2018,Junior Olympic 2018,13-15,"SVETLIKOVA, Dominika",MAC SYNCHRO,MCS,61.5508,2004
6/23/2018,Junior Olympic 2018,13-15,"MIKOLUTSKAYA, Sofiya",GARDENS SYNCHRO,PBG,61.4702,2003
6/23/2018,Junior Olympic 2018,13-15,"CHEN, Naomi",Santa Clara Aquamaids,SCA,61.4561,2004
6/23/2018,Junior Olympic 2018,13-15,"TATAR-TIMBERG, Una",SCOTTSDALE SYNCHRO,SAZ,61.3789,2005
6/23/2018,Junior Olympic 2018,13-15,"NAVARRO, Nicole",CORAL SPRINGS AQUACADES,CSQ,61.3087,2004
6/23/2018,Junior Olympic 2018,13-15,"BABCOCK, Carolina",NCO SYNCHRO,NCO,61.2947,2003
6/23/2018,Junior Olympic 2018,13-15,"CANNA, Olivia",SWIMKINS SYNCHRONIZED,BSK,61.1299,2005
6/23/2018,Junior Olympic 2018,13-15,"LI, Katherine",Santa Clara Aquamaids,SCA,60.8421,2005
6/23/2018,Junior Olympic 2018,13-15,"PINDI, Manu",PIROUETTES OF TEXAS,PTX,60.7615,2005
6/23/2018,Junior Olympic 2018,13-15,"O'NEAL, Gillian",Walnut Creek Aquanuts,WCA,60.7509,2004
6/23/2018,Junior Olympic 2018,13-15,"HICKS, MacKenzie",MERAQUAS OF IRVINE,MQI,60.7193,2003
6/23/2018,Junior Olympic 2018,13-15,"RUSSO, Michelle",CORAL SPRINGS AQUACADES,CSQ,60.6246,2003
6/23/2018,Junior Olympic 2018,13-15,"CLOSE, Caitlyn",MINNESOTA SYNCHRONETTES,MNS,60.4352,2003
6/23/2018,Junior Olympic 2018,13-15,"PALACIOS, Natalia",CORAL SPRINGS AQUACADES,CSQ,60.4246,2004
6/23/2018,Junior Olympic 2018,13-15,"FERNANDEZ, Kathleen",CORAL SPRINGS AQUACADES,CSQ,60.4211,2004
6/23/2018,Junior Olympic 2018,13-15,"MATA, Anabelle",CORAL SPRINGS AQUACADES,CSQ,60.3649,2003
6/23/2018,Junior Olympic 2018,13-15,"ROJAS, Fatima",GARDENS SYNCHRO,PBG,60.3263,2003
6/23/2018,Junior Olympic 2018,13-15,"PARKS, Kaileigh",ROCKY MOUNTAIN SPLASH,RMS,60.3193,2003
6/23/2018,Junior Olympic 2018,13-15,"PEREZ, Olivia",Santa Clara Aquamaids,SCA,60.2526,2005
6/23/2018,Junior Olympic 2018,13-15,"PEMA, Mairin",OHIO CORALINAS SYNCHRO,OCC,60.2491,2003
6/23/2018,Junior Olympic 2018,13-15,"ROBBINS, Meredith",Santa Clara Aquamaids,SCA,60.2246,2005
6/23/2018,Junior Olympic 2018,13-15,"COSTELLO, Greer",EAST END SYNCHRO SWANS,EES,60.1649,2003
6/23/2018,Junior Olympic 2018,13-15,"KISO, Chloe",MERAQUAS OF IRVINE,MQI,60.0351,2005
6/23/2018,Junior Olympic 2018,13-15,"HERNANDEZ, Alejandra",CORAL SPRINGS AQUACADES,CSQ,60.0176,2003
6/23/2018,Junior Olympic 2018,13-15,"PRICE, Katie",CINCINNATI SYNCHROGATORS,CSG,60,2004
6/23/2018,Junior Olympic 2018,13-15,"HALBERG, Hannah",IMAGINE SYNCHRO,IMS,59.8211,2003
6/23/2018,Junior Olympic 2018,13-15,"CHIU, Rebekah",HOUSTON SYNCHROSTARS,FCS,59.7579,2004
6/23/2018,Junior Olympic 2018,13-15,"YOUNGBERG, Annika",St. Paul Stars,SPS,59.7193,2003
6/23/2018,Junior Olympic 2018,13-15,"LESINSKI, Natalie",TOWN TONAWANDA AQUETTES,TTA,59.6666,2004
5/7/2017,West Region B championships,13-15,"Goot, Nicole",Santa Clara Aquamaids,SCA,70.1038,
5/7/2017,West Region B championships,13-15,"HEFFERNAN, Hannah",Santa Clara Aquamaids,SCA,68.6446,
5/7/2017,West Region B championships,13-15,"HOANG, Kaitlyn",Santa Clara Aquamaids,SCA,67.1111,
5/7/2017,West Region B championships,13-15,"STEELE, Chiara",Santa Clara Aquamaids,SCA,66.7186,
5/7/2017,West Region B championships,13-15,"KONG, Sophia",WALNUT CREEK AQUANUTS,WCA,66.0963,
5/7/2017,West Region B championships,13-15,"SCHOEL, MJ",Sacramento Synchronized Swim,SSS,65.1333,
5/7/2017,West Region B championships,13-15,"WEAVER, Marilyn",Santa Clara Aquamaids,SCA,64.7703,
5/7/2017,West Region B championships,13-15,"STANTON, Ariana",WALNUT CREEK AQUANUTS,WCA,64.637,
5/7/2017,West Region B championships,13-15,"BEGOSSI, Miko",WALNUT CREEK AQUANUTS,WCA,64.4888,
5/7/2017,West Region B championships,13-15,"KING, Marlena",WALNUT CREEK AQUANUTS,WCA,64.4667,
5/7/2017,West Region B championships,13-15,"KIM, Claire",Santa Clara Aquamaids,SCA,64.4297,
